Species,name,No,Date,FTime,psil,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci_Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo,Rdark,gastar,gm,Cc,CC_A,Photo_raw,Photo_addition,gm_Ci100to300,Cc_fromgm100300,Amax,g1,HHMMSS,Pot,ap_Vcmax,ap_Jmax,ap_TPU,ap_Vjratio,Vcmax,Jmax,TPU,Vjratio
9 E.striaticalyx,E.striaticalyx,41320,-,-,-2.9,14.202,0.1046,152.2346,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1322,1.1074,24.9027,6,1.42,1,2.84,20.7199,24.9027,19.3799,398.7398,381.1601,18.9512,20.2838,78.218,83.7181,499.4494,1800.9682,0.2046,101.2559,-0.5301,0.0564,0.8667,-0.2196,2.7374,1,0,0.16,111115,0.8324,0.0011,298.0527,293.8699,288.1549,2.2689,3.1613,31.2207,10.937,22.8113,2.7877,0.1009,2.0539,0.7338,0.0634,15.4146,0.3994,65.32,374.4091,0.0248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.776,-,2,131.5,-,10.8,-,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41307,-,-,-2.704,11.0128,0.0824,162.2129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0411,1.2687,24.8234,6,1.42,1,2.84,20.4407,24.8234,19.0032,400.6561,386.9664,17.5262,18.7512,72.7783,77.8653,500.3324,1799.5721,0.0841,100.1353,-1.1845,-0.002,1,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.001,297.9734,293.5907,287.9315,2.2888,3.1464,31.4211,12.6699,22.632,2.7575,0.0801,1.8777,0.8799,0.0503,16.2432,0.4192,59.8063,381.7315,0.0173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.888,-,1,112,165.1,12.3,0.68,-,-,-,-
9 E.striaticalyx,E.striaticalyx,42848,-,-,-2.68,19.73,0.23,229.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.39,1.08,24.85,4.8,1.6835,1,3.367,22.1959,24.847,21.337,399.5558,379.7591,18.402,20.6428,68.7779,77.153,500.3881,1799.5509,272.8844,100.3662,0.2316,0.1942,0.6667,-0.2196,2.7374,1,0,0.16,111115,1.0425,0.0024,297.997,295.3459,287.9281,1.5613,3.1508,31.393,10.7501,23.5214,2.91,0.2161,2.0718,0.8381,0.1363,23.0526,0.6048,67.0981,371.8475,0.0356,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8237,-,3,112,178.6,13.5,0.63,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41318,-,-,-2.64,17.7316,0.1859,210.6518,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1474,1.2144,25.2029,6,1.42,1,2.84,21.5617,25.2029,20.363,399.761,377.5259,17.2567,19.7808,67.6705,77.5685,500.3526,1799.6314,0.1447,101.3055,-1.54,-0.0553,0.8,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0021,298.3529,294.7117,287.941,1.8041,3.2183,31.7686,11.9878,23.3823,2.8856,0.1745,2.0039,0.8817,0.11,21.3402,0.558,63.6469,369.0971,0.0306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.61,-,2,113.3,171.6,12.9,0.66,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41318,-,-,-2.64,16.599,0.1523,195.6421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8857,1.2775,25.0752,4.8,1.6835,1,3.367,21.5693,25.0752,20.5588,399.3845,382.7683,17.153,18.9278,67.1951,74.1477,500.3543,1799.9234,0.0992,101.2491,-1.6159,-0.0533,0.8,-0.2196,2.7374,1,0,0.16,111115,1.0424,0.0019,298.2252,294.7193,287.9877,1.689,3.194,31.5456,12.6178,23.3222,2.8752,0.1457,1.9164,0.9588,0.0916,19.8086,0.5111,60.7413,376.1129,0.0268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3339,-,2new,111.7,174.3,13,0.64,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41306,-,-,-2.55,9.1528,0.061,137.9599,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8891,1.4502,24.7766,6,1.42,1,2.84,20.8516,24.7766,19.8346,400.0683,388.6786,15.8547,16.9029,63.9934,68.2238,500.3674,1800.4678,0.1498,99.8267,-2.2985,-0.1642,0.8,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0009,297.9266,294.0016,288.0748,2.4296,3.1376,31.4302,14.5273,22.8141,2.7882,0.0597,1.6874,1.1008,0.0374,13.7721,0.3549,53.6305,384.3278,0.0128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7137,-,1new,119,178.8,12.4,0.67,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41306,-,-,-2.55,8.3138,0.056,141.9406,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7857,1.3916,24.9498,6,1.42,1,2.84,20.6655,24.9498,19.3855,399.6901,389.3536,16.8933,17.8187,68.9644,72.7421,500.3495,1799.2068,0.2106,99.8171,-2.3821,-0.1691,0.8,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0008,298.0998,293.8155,287.8731,2.4331,3.1702,31.7598,13.9412,22.8077,2.7871,0.055,1.7786,1.0085,0.0344,14.1681,0.3646,55.8598,385.4016,0.0121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.721,-,1,117.2,168.8,11.2,0.69,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41305,-,-,-2.25,10.1406,0.0758,162.7656,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9663,1.2742,24.9799,6,1.42,1,2.84,20.0502,24.9799,18.1989,400.1153,387.5053,17.9035,19.0402,75.9634,80.7864,500.3191,1800.2079,0.1444,99.8755,-0.7481,-0.1601,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.001,298.1299,293.2002,288.0333,2.2571,3.1759,31.7984,12.7582,22.5151,2.738,0.0738,1.9016,0.8364,0.0463,16.2563,0.42,59.9015,382.685,0.0159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8873,-,1,111.4,175.3,12.5,0.64,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41304,-,-,-2.2,10.6649,0.0753,149.0055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0488,1.4008,25.0205,6,1.42,1,2.84,20.9609,25.0205,19.5733,400.2705,386.9708,16.5171,17.7547,66.609,71.5999,499.4482,1799.7163,0.1804,100.4122,-1.1209,-0.0264,1,-0.2196,2.7374,1,0,0.16,111115,0.8324,0.001,298.1705,294.1109,287.9546,2.3251,3.1836,31.7049,13.9502,22.9907,2.8181,0.0733,1.7828,1.0353,0.046,14.962,0.3851,56.0492,381.9013,0.0157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8098,-,1new,118.5,182.5,12.2,0.65,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41308,-,-,-2.03,19.9096,0.2199,214.3631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2249,1.0674,24.9692,6,1.42,1,2.84,21.1556,24.9692,19.9651,398.8052,373.9312,18.3388,20.9511,73.1697,83.5925,500.3196,1800.6035,0.1588,100.5412,-0.5966,-0.0116,1,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0022,298.1192,294.3056,288.0966,1.7447,3.1738,31.5676,10.6165,23.0624,2.8304,0.2041,2.1065,0.7239,0.1289,21.5523,0.5733,67.944,364.4671,0.0371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6212,-,2,123.3,186.4,14.3,0.66,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41303,-,-,-1.825,16.1165,0.1976,234.6126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5654,1.3428,25.64,6,1.42,1,2.84,21.4957,25.64,19.741,400.1357,379.6393,16.7183,19.7343,64.5434,76.1868,500.2952,1799.9886,0.1892,99.3334,-0.074,0.0088,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8338,0.0026,298.79,294.6457,287.9982,1.5176,3.303,33.2521,13.5178,23.5678,2.9181,0.1848,1.9603,0.9578,0.1166,23.3049,0.618,60.9578,371.9782,0.0264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1954,-,1,97.5,148.4,11.6,0.66,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41301,-,-,-1.63,18.5765,0.2244,229.637,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3321,1.0911,25.0232,6,1.42,1,2.84,22.7594,25.0232,22.3189,399.7893,376.4613,18.2086,20.9464,65.4728,75.3172,500.3712,1800.0005,0.1275,99.9217,-0.2208,-0.0492,1,-0.2196,2.7374,1,0,0.16,111115,0.834,0.0023,298.1732,295.9094,288.0001,1.8906,3.1841,31.8658,10.9194,23.8913,2.9755,0.2079,2.093,0.8825,0.1313,22.9457,0.61,67.3809,367.6309,0.034,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9106,-,1,104.8,162.6,12.8,0.64,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41307,-,-,-1.584,22.8901,0.3247,241.0083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3962,1.137,25.1249,6,1.42,1,2.84,22.3178,25.1249,21.5299,399.4436,370.4883,16.6397,20.628,61.6159,76.3842,500.3911,1799.4422,0.1039,100.1783,-1.9563,-0.0763,0.8333,-0.2196,2.7374,1,0,0.16,111115,0.834,0.0034,298.2749,295.4678,287.9107,1.2614,3.2034,31.9773,11.3493,23.7213,2.9452,0.2914,2.0665,0.8787,0.1848,24.1438,0.6505,67.2894,359.6074,0.0428,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4254,-,2,119,187.3,14.2,0.64,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41306,-,-,-1.496,19.8435,0.2188,213.4983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6169,1.2537,24.7991,6,1.42,1,2.84,22.1365,24.7991,21.5311,399.1575,374.1887,15.8349,18.9135,59.0798,70.566,500.3687,1800.8434,0.1561,99.8289,-2.187,-0.2172,0.8667,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0026,297.9491,295.2865,288.1349,1.6921,3.1418,31.4718,12.5583,23.4678,2.9006,0.2031,1.8881,1.0124,0.1283,21.3133,0.5706,61.9932,364.756,0.0337,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7541,-,2,120.6,193.9,14.8,0.62,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41305,-,-,-1.39,17.8705,0.1795,204.2621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.914,1.1022,24.8485,6,1.42,1,2.84,20.8452,24.8485,19.5674,399.7034,377.4061,18.2779,20.5261,73.7977,82.8748,500.3154,1799.8206,0.1955,99.8194,-1.0093,-0.1628,0.8,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0019,297.9985,293.9952,287.9713,1.882,3.1511,31.5678,11.0416,22.8469,2.7937,0.1688,2.0489,0.7448,0.1064,20.3893,0.5412,66.2221,368.9113,0.0321,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4237,-,2,132.2,205.2,15.1,0.64,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41300,-,-,-1.36,10.8251,0.0718,134.3899,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0604,1.4815,25.2307,6,1.42,1,2.84,20.0234,25.2307,18.2315,400.7768,387.3031,16.1262,17.3758,68.8016,74.1326,500.3441,1799.5798,0.2091,100.2618,1.5756,-0.0201,1,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0011,298.3807,293.1734,287.9328,2.1685,3.2237,32.1525,14.7768,22.627,2.7567,0.07,1.7421,1.0146,0.0439,13.4742,0.347,54.036,382.1573,0.0153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7086,-,1,125.6,177.8,12.3,0.71,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41304,-,-,-1.27,16.7304,0.1752,211.2177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1712,1.2843,26.2115,6,1.42,1,2.84,21.5954,26.2115,19.7245,399.3274,378.2396,18.6842,21.2375,72.4694,82.3726,499.3864,1800.6435,0.2447,100.4075,0.2305,-0.0096,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8323,0.0022,299.3615,294.7454,288.103,1.6583,3.4167,34.0286,12.7912,23.9035,2.9776,0.1651,2.1324,0.8452,0.104,21.2078,0.5584,63.5892,370.2867,0.0287,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.657,-,2,121.6,193.1,14.8,0.63,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41301,-,-,-1.078,24.0199,0.3571,244.6053,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1696,0.9719,25.1535,6,1.42,1,2.84,22.6227,25.1535,21.9174,398.8553,368.651,18.6593,22.3751,67.6901,81.1697,500.3596,1798.678,0.1001,99.9779,0.4241,-0.0611,0.8,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0032,298.3035,295.7727,287.7885,1.4146,3.2089,32.096,9.7209,23.8881,2.9749,0.3172,2.237,0.7379,0.2015,24.4551,0.6635,72.3423,357.2331,0.0486,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3812,-,2,123,196.2,15.5,0.63,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41299,-,-,-1.03,12.759,0.1057,179.0104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5586,1.4879,27.7236,6,1.42,1,2.84,23.7006,27.7236,23.3595,401.1098,385.0885,20.5663,22.3936,70.1321,76.3634,500.3043,1800.1646,0.2495,100.3078,3.4858,-0.0378,1,-0.2196,2.7374,1,0,0.16,111115,0.8338,0.0016,300.8736,296.8506,288.0263,2.0421,3.7341,37.2267,14.8331,25.7121,3.3172,0.1019,2.2463,1.071,0.064,17.9561,0.4649,60.4048,379.0235,0.0203,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1903,-,1,127.7,181.4,13.2,0.7,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41303,-,-,-1.02,25.9048,0.5283,270.6836,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8794,1.0602,24.7871,6,1.42,1,2.84,22.5877,24.7871,21.9194,400.3084,367.0961,15.1918,20.9207,54.9054,75.6104,500.3449,1800.2277,0.1315,99.3929,-0.6606,-0.0856,0.8667,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0049,297.9371,295.7377,288.0364,0.5696,3.1395,31.5872,10.6665,23.6874,2.9392,0.4454,2.0794,0.8598,0.2848,26.904,0.7374,70.7604,354.7822,0.0517,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7791,-,2,120.1,187.2,14.8,0.64,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41300,-,-,-0.82,19.0291,0.3134,261.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0093,1.3844,26.3521,6,1.42,1,2.84,24.5125,26.3521,24.5406,399.1659,374.5437,15.8556,20.5649,51.4488,66.7299,500.2998,1800.1381,0.2156,100.2138,2.143,-0.0353,1,-0.2196,2.7374,1,0,0.16,111115,0.8338,0.004,299.5021,297.6625,288.0221,1.0656,3.4452,34.3789,13.814,25.4323,3.2626,0.2823,2.0609,1.2017,0.179,26.1658,0.6971,62.7912,365.4982,0.0327,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3458,-,2,104.9,179.8,14.5,0.58,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41299,-,-,-0.72,21.9177,0.4804,282.8173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2713,1.0144,24.8623,6,1.42,1,2.84,21.8252,24.8623,20.3347,399.9167,371.726,16.3316,21.3449,62.3462,81.4848,500.2815,1801.086,0.2303,100.2234,2.5488,-0.0921,1,-0.2196,2.7374,1,0,0.16,111115,0.8338,0.0043,298.0123,294.9752,288.1738,0.7785,3.1537,31.4664,10.1215,23.3437,2.8789,0.4109,2.1393,0.7397,0.2622,28.3449,0.7608,71.7412,361.3074,0.0435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.1105,-,2,109.2,172.6,13.6,0.63,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41292,-,-,-0.6,22.2011,0.4282,273.6806,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.6342,1.191,26.093,5.65,1.4968,1,2.9937,22.3709,26.093,20.5296,400.1094,373.0843,17.1072,22.2244,62.4463,81.1259,500.2925,1799.4313,0.1482,99.074,0.2758,-0.1388,1,-0.2196,2.7374,1,0,0.16,111115,0.8855,0.0046,299.243,295.5209,287.909,0.4674,3.3929,34.2458,12.0214,24.2319,3.037,0.3746,2.2019,0.8351,0.2384,27.1146,0.7336,68.3972,363.0727,0.0418,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8054,-,2,113.5,186.3,14.4,0.61,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41293,-,-,-0.58,25.0677,0.5602,278.3993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.9431,1.0324,25.1952,6,1.42,1,2.84,22.4674,25.1952,21.1029,399.7177,367.4172,15.9421,21.752,58.6426,80.0141,499.3843,1799.07,0.1922,100.4256,-0.9831,-0.1331,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8323,0.0049,298.3452,295.6174,287.8512,0.4627,3.2169,32.0325,10.2804,23.8313,2.9648,0.4679,2.1845,0.7803,0.2995,27.9584,0.7577,72.4531,355.5013,0.0511,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.1889,-,1,116.6,172.7,13.3,0.68,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41295,-,-,-0.575,23.4578,0.5221,280.7324,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8049,1.0631,25.0027,6,1.42,1,2.84,21.5509,25.0027,19.721,399.7445,369.484,15.4832,21.1237,60.1065,82.003,500.3182,1799.6749,0.1669,100.2225,-1.3448,-0.1349,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0048,298.1527,294.7009,287.948,0.442,3.1802,31.7313,10.6077,23.2768,2.8673,0.441,2.1171,0.7502,0.2819,28.1357,0.7598,70.9947,358.3333,0.0465,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2578,-,1,111.4,175.8,13.8,0.63,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41295,-,-,-0.572,24.8623,0.5338,275.1977,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.129,1.1137,25.0877,6,1.42,1,2.84,22.626,25.0877,21.5187,399.5289,367.4538,14.7615,20.7844,53.6596,75.5533,500.3316,1799.0287,0.0715,100.2024,-1.9714,-0.1488,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0051,298.2377,295.776,287.8446,0.4011,3.1963,31.8988,11.1144,23.8568,2.9693,0.4493,2.0826,0.8867,0.2874,27.5755,0.7489,69.8762,355.6354,0.0489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.1381,-,2,116.6,181,14.1,0.64,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41293,-,-,-0.56,23.0517,0.4379,269.0764,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.4345,1.1437,24.8449,6,1.42,1,2.84,21.5396,24.8449,20.1312,399.9521,370.2844,14.7588,19.9801,57.4545,77.7806,499.4055,1799.4181,0.1922,100.4331,-1.0941,-0.0957,1,-0.2196,2.7374,1,0,0.16,111115,0.8323,0.0044,297.9949,294.6896,287.9069,0.655,3.1504,31.368,11.3879,23.1922,2.8527,0.3794,2.0067,0.846,0.2418,27.0242,0.7267,67.7171,359.3267,0.0434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6216,-,2,113.9,188.7,14.9,0.6,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41292,-,-,-0.54,23.4996,0.4638,272.0278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.5805,1.1097,24.9153,6,1.42,1,2.84,22.2222,24.9153,20.9387,400.4348,370.218,15.3268,20.7064,56.5256,76.3657,500.2918,1799.5552,0.0925,99.1958,-1.1573,-0.1765,1,-0.2196,2.7374,1,0,0.16,111115,0.8338,0.0046,298.0653,295.3722,287.9288,0.6589,3.1637,31.8931,11.1867,23.5688,2.9183,0.3987,2.054,0.8643,0.2543,26.984,0.7348,69.0343,359.0474,0.0452,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.747,-,1,112.3,169.5,13,0.66,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41291,-,-,-0.51,24.0009,0.5272,277.222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.1235,1.3445,25.037,6,1.42,1,2.84,22.6792,25.037,21.113,400.0879,368.5967,11.1867,18.3955,40.511,66.6171,500.2925,1799.1856,0.2433,100.1458,-0.4277,-0.2284,0.7333,-0.2196,2.7374,1,0,0.16,111115,0.8338,0.0061,298.187,295.8292,287.8697,-0.1042,3.1868,31.8213,13.4258,23.8581,2.9696,0.4447,1.8422,1.1273,0.2843,27.7626,0.7521,63.4992,357.1879,0.0427,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.697,-,1,109.1,164.6,12.2,0.66,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41291,-,-,-0.47,24.0667,0.5243,281.2491,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.2397,1.3519,26.3048,5.4,1.5517,1,3.1035,23.43,26.3048,21.6235,400.9303,372.4435,14.2558,20.8506,49.2288,72.0025,500.2632,1799.6171,0.2558,99.9355,0.1601,-0.2334,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.9264,0.0062,299.4548,296.58,287.9387,-0.2192,3.4356,34.3782,13.5276,24.8674,3.1546,0.4485,2.0837,1.0709,0.2863,28.1068,0.7551,65.3816,361.9746,0.0435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.7222,-,2,116.5,178.1,13.5,0.65,-,-,-,-
